WNASEQ,LONDD,LATDD,ELEV,totsnopt,annp,Jan_Tmp,Jul_Tmp
1485,-108.8,52.97,564,110.4928,400,-17.3,17
1486,-108.33,52.77,518,95.7501,371,-17.5,17.6
1487,-107.35,52.43,518,88.8807,371,-17.2,18
1488,-106.82,52.35,518,88.9725,358,-16.8,18.2
1489,-106.38,51.52,610,97.0973,368,-17.2,18.6
1490,-105.63,50.9,579,89.665,356,-16,19.1
1491,-110.42,51.73,732,79.8363,341,-14.5,17.7
1492,-117.2,52.9,2134,484.4375,871,-12.7,9.6
1493,-114.47,53.57,762,129.4584,547,-11.1,16.3
1494,-114.15,53.22,762,116.7595,524,-11.5,16.2
1495,-115.1,53.17,884,114.4208,571,-11,15.4
1496,-117.57,53.4,1067,158.2019,555,-11.9,13.8
1497,-117.47,55.07,701,145.3683,499,-15.2,15.9
1498,-114.15,54.88,610,131.5671,520,-17.1,15.6
1499,-113.87,54.27,640,121.4375,511,-14.2,16
1500,-109.95,53.27,625,113.4584,443,-14,16.9
1501,-112.25,51.4,956,98.1924,386,-13.8,17.5
1502,-119.58,49.4,457,120.3061,347,-4.4,18.4
1503,-119.5,50.27,914,256.4715,580,-6.2,15.9
1504,-126.53,49.38,15,0,3228,4.5,14
1505,-115.7,49.31,1676,421.4661,783,-8.4,15
1506,-115.7,50.14,914,155.968,424,-9.6,17.4
1507,-115.26,49.68,1219,327.9439,658,-8.8,15.6
1508,-120.83,56.25,671,147.3168,473,-15,15.4
1509,-116,50.68,1219,310.7268,639,-11.4,13.6
1510,-116.98,49.68,762,471.4677,978,-5.4,16.7
1511,-116.96,50.39,762,471.6127,931,-7.4,15.8
1512,-116.35,50.87,1067,257.8912,587,-11.1,14.8
1513,-116.39,50.87,1067,273.3109,604,-11,14.7
1514,-122.65,49.28,305,403.6952,2172,0.6,16.2
1515,-122.6,49.3,541,646.1584,2215,-0.5,15.5
1516,-130.3,54.35,41,268.9052,3164,2,13.1
1517,-129.47,53.45,30,587.6995,3893,1.1,13.4
1518,-127.916,50.85,30,81.7317,2613,3.1,12.9
1519,-127.9167,50.85,5,74.1738,2622,3.1,13
1520,-127.4167,50.7333,6,98.7837,1897,2.8,13.8
1521,-126.43,50.56,76,155.5838,2261,2.7,14.9
1522,-129.58,54.47,30,616.2302,3163,1,12.6
1523,-124.55,49.32,146,113.4443,1726,2.9,16.7
1524,-128.58,54.72,1341,696.3323,1092,-9.4,11.2
1525,-130.17,54.17,0,265.72,3258,2.1,12.9
1526,-127.37,54.37,1143,609.5589,964,-9.7,11.2
1527,-124.5,55.97,1050,266.9356,560,-15.3,12.5
1528,-121.4,53.3,975,404.5441,911,-8.7,13.1
1529,-119.85,51.75,1737,708.9238,1172,-9.3,11.9
1530,-122.82,51.73,1113,126.7687,346,-10,13.8
1531,-127.38,50.68,30,119.8938,2037,2.7,13.9
1532,-121.33,51.3,1097,137.0734,385,-8.4,14.4
1533,-121.25,50.62,1143,126.8513,305,-8.4,15.7
1534,-115.17,49.17,853,236.2492,613,-6.6,17.7
1535,-121.17,56.25,419,146.9362,498,-14.1,15.5
1536,-132.12,54,15,131.2769,1481,1.9,13.3
1537,-130.08,54.23,134,222.0959,3424,2.4,13.2
1538,-130.0333,54.25,168,109.9474,3563,3,13.5
1539,-128.28,52.48,15,396.2622,4152,2.2,14.2
1540,-127.87,51.7,30,0,3238,4,14.3
1541,-127.58,51.22,76,152.0298,2325,2.6,13.4
1542,-125.62,50.17,168,335.8843,2248,1.4,16.2
1543,-123.33,48.5,0,0.313,839,3.9,16.2
1544,-104.78,40.97,1829,55.2091,385,-3.3,20.4
1545,-119.5,49.24,305,118.4675,338,-4.1,18.4
1546,-112,42.33,1564,141.2133,394,-5.9,20.2
1547,-116.08,47.72,1554,529.8494,967,-5.8,15.4
1548,-112.48,54.73,625,127.1743,485,-19.1,15.9
1549,-119.57,49.27,488,109.8369,323,-4.3,18.9
1550,-100.37,51.27,351,138.4803,512,-18.4,18.3
1551,-100.8,51.6,351,169.0739,604,-19.6,18
1552,-119.72,49.32,803,133.8278,352,-4.8,17.5
1553,-123.4189,47.389831,945,802.2369,2726,0.7,12.8
1554,-122.37,48.98,40,61.6693,1413,2.6,17
1555,-124.67,48.12,12,0,2738,4.4,14.8
1556,-124.63,48.25,21,1.6185,2829,3.9,14.6
1557,-124.05,46.3167,3,0,1978,5.4,14.6
1558,-123.6,47.6,335,194.7023,2653,2.6,14
1559,-123.8,47.9,1372,1269.5896,3052,0.1,11.8
1560,-123.8,47.9,762,328.5345,2769,2.3,13.6
1561,-123.8,47.9,945,573.0307,2852,1.6,13
1562,-123.8,47.9,1113,817.8762,2927,1,12.5
1563,-123.1,48.1,15,0,917,4.1,15.8
1564,-121.55,48.45,152,377.687,1626,0.5,15.8
1565,-121.15,48.6,168,202.3444,1653,1.9,15.8
1566,-120.9,48.6,701,683.905,1381,-1.7,13.9
1567,-120.75,48.5,1097,744.0131,1204,-4.3,13.6
1568,-120.7,48.5,1554,820.4329,1179,-6.8,12.3
1569,-120.65,48.52,1676,820.1609,1148,-7.6,11.7
1570,-120.7,48.75,2225,855.6042,1150,-8.7,10.5
1571,-120.68,48.73,2286,863.1599,1150,-9.1,10.3
1572,-120.68,48.71,1920,822.9575,1143,-7.6,11.2
1573,-120.6,47.25,1768,646.9216,982,-6,14.7
1574,-120.5,48.7,1661,704.1069,993,-8,11.7
1575,-120.45,48.68,1173,588.2516,893,-6.5,13.3
1576,-120.03,48.8,1036,317.6112,577,-5.2,15
1577,-120.5,48.5,945,564.1233,918,-5.2,14.4
1578,-120.5,48.55,884,556.2938,902,-5.4,14.4
1579,-120.1,48.75,777,236.7544,510,-3.5,16.7
1580,-121.1,47.25,792,805.761,1272,-4.2,15.7
1581,-120.7,47.1,594,257.7286,487,-3.6,18.3
1582,-120.7,47.8,427,528.0803,968,-3.7,17.3
1583,-120.7,47.75,457,507.1611,921,-3.9,17.7
1584,-120.7,47.7,503,473.128,919,-3.2,17.9
1585,-120.7,47.65,549,433.5881,922,-2.6,18.1
1586,-120.68,47.6,594,398.7869,865,-2.5,18.4
1587,-120.65,47.5,625,384.5919,805,-2.7,18.3
1588,-120.1,48.5,640,228.3125,451,-5.2,17.8
1589,-119.95,48.4,1265,294.1755,513,-7.2,15.9
1590,-119.5,48.25,808,112.8185,289,-5.1,20.2
1591,-119.5,48.1,732,112.0235,281,-5.1,20.6
1592,-119.35,47.9,640,111.4002,282,-4.8,20.5
1593,-119.1,47.95,792,138.8199,329,-5.6,19.6
1594,-119,47.94,777,144.7203,341,-5.6,19.3
1595,-117.52,46.12,1676,385.9807,709,-5.6,15.1
1596,-117.27,46.68,732,139.6246,487,-1.1,19.3
1597,-122.5,48.4,2,0,762,4.2,15.8
1598,-123.93,47.25,61,0,2794,4.5,15.2
1599,-110.5,44.5,2393,287.0994,527,-11.9,13.4
1600,-110.6,44.11,2786,359.4191,607,-11.6,13.3
1601,-110.25,44.09,2640,299.1053,531,-11,13
1602,-110.1,44.05,2469,276.7585,506,-10.4,13.1
1603,-110.07,44.1,2396,262.2141,493,-10.3,13.4
1604,-110.15,44.15,3011,344.2279,572,-11.2,11.6
1605,-110.23,44.3,2362,247.6826,483,-10.8,14.2
1606,-110.23,44.3,2362,247.6826,483,-10.8,14.2
1607,-110.23,44.3,2362,247.6826,483,-10.8,14.2
1608,-110.8,44.6,2420,308.5102,566,-11.7,13.8
1609,-110.45,44.8,3048,343.4736,595,-11.5,11.5
1610,-110.45,44.8,2975,332.4935,583,-11.4,11.7
1611,-110.75,44.98,1817,183.592,463,-9.5,17
1612,-110.76,44.98,2073,212.3627,492,-9.8,16.1
1613,-110.8,44.96,2207,235.1539,517,-10.2,15.6
1614,-110.8,44.7,2304,284.4503,549,-11.4,14.4
1615,-110.4,44.5,2362,267.6575,503,-11.8,13.6
1616,-110.1,44.45,2499,257.3766,501,-10.6,13.5
1617,-110.09,44.44,2565,269.4597,513,-10.6,13.2
1618,-110.07,44.42,2580,271.3917,514,-10.6,13.1
1619,-110.07,44.41,2743,295.0611,537,-10.7,12.5
1620,-110.07,44.4,2768,297.057,538,-10.7,12.5
1621,-110.6,44.4,2374,308.1658,552,-12,13.5
1622,-110.6,44.3,2371,287.6122,535,-11.5,14.5
1623,-110.62,44.12,2387,311.3963,561,-11.1,14.6
1624,-110.62,44.11,2097,277.6955,531,-10.7,15.6
1625,-110.05,44.36,2952,312.0922,551,-10.8,12.1
1626,-110.06,44.38,2938,315.7156,554,-10.8,12
1627,-110.25,44.29,2438,260.3691,494,-11,13.9
1628,-110.75,45.02,1634,156.3575,436,-8.9,17.8
1629,-137.57,58.6,30,1052.8623,2142,-5.5,12.3
1630,-137.17,58.43,6,1007.2498,2010,-4.9,11.9
1631,-135.08,58.07,38,622.4211,1614,-3.3,12.1
1632,-138,58.95,9,1087.6139,2142,-7.1,12.2
1633,-136.15,58.2,15,711.6771,1702,-3,12.6
1634,-136.45,58.07,46,819.3408,1854,-3.1,12
1635,-133.9,56.6,30,892.8915,4024,-0.1,12.5
1636,-135.58,57.15,30,580.8604,2280,-0.4,11.8
1637,-133.7667,56.9,23,1026.2667,3558,-1.3,12.6
1638,-137.75,58.72,91,1040.7551,2186,-5.7,12.7
1639,-137.75,58.72,34,1036.2255,2197,-5.5,12.9
1640,-137.6667,58.45,229,1090.1326,2127,-5.8,11.8
1641,-134.616,58.416,46,607.4623,1430,-6,11.8
1642,-134.533,58.366,5,647.4232,1598,-5.2,12.2
1643,-135.7,57.43,61,573.8177,2112,-0.7,12.1
1644,-134.25,57.65,91,803.5837,2805,-1.6,12.7
1645,-133.38,57.43,30,1094.446,2709,-4.5,11.9
1646,-133.15,56.3,23,612.4625,3108,0.1,12.6
1647,-133.22,55.95,2,358.9796,3375,1.4,13
1648,-132.72,55.5,55,392.4117,3018,1.2,12.4
1649,-131.1,55.38,152,753.9623,2891,-0.5,13.8
1650,-130,58.42,762,236.7602,535,-15.9,12.2
1651,-124.2,41.8,2,0,1648,7.4,16.7
1652,-124.2,40.466,8,0,1493,8.7,14.8
1653,-123.9333,46.15,5,0,1870,5.3,14.9
1654,-124.1167,43.7833,2,0,1548,6.9,16.4
1655,-124.5149,42.7594,2,0,1683,7.5,15
1656,-124.0167,44.5167,46,0,1669,6.4,14.6
1657,-123.5,44.5167,305,1.3713,1475,3.9,16
1658,-124,44.9667,5,0,1816,6,14.8
1659,-105.725,53.2375,440,102.354,411,-20.1,17.5
1660,-106.079167,53.8,553,124.6857,443,-18.8,16.4
1661,-101.0419,56.8417,340,164.6611,494,-25.4,15.9
1662,-112.1667,50.6167,800,90.4906,373,-13.3,18.2
1663,-114.6667,51.9,1200,121.7718,559,-11.1,13.9
1664,-115.1667,52.4667,1000,115.2501,565,-10.3,14.8
1665,-115.1,51.0667,1370,212.7919,594,-11.3,13.1
1666,-119.1667,55.25,700,146.4718,470,-14.8,15.4
1667,-117.4167,58.75,440,149.138,426,-22.6,15.4
1668,-116.75,55.25,730,30.8054,77,-16.8,15.3
1669,-111.5833,53.3333,640,92.416,414,-15.5,16.9
1670,-113,52.5833,850,113.5309,477,-11.6,16.2
1671,-110.7167,52.0833,760,113.453,393,-16.3,17.1
1672,-111.9167,50.5833,730,84.2833,349,-13.4,18.5
1673,-113.5,50.1667,1000,95.5469,406,-8.6,17.3
1674,-113,51,880,85.2787,369,-12,17.5
1675,-113.8333,51.2,1070,86.0235,423,-11,16.1
1676,-102.27,57.23,337,175.3887,493,-26.1,15.8
1677,-101.85,54.73,330,133.1011,478,-21.4,18.1
1678,-100.9,51.65,701,152.9609,537,-18.8,17.1
1679,-107.75,37.74,3232,364.5941,688,-10.9,10.9
1680,-116,34,610,0,230,9.2,30.3
1681,-121.6833,46.9,2280,1621.9734,2122,-6.4,10.1
1682,-121.6792,46.9042,2190,1612.7579,2135,-6,10.3
1683,-121.675,46.9083,2185,1610.7559,2134,-6,10.3
1684,-121.6708,46.9125,2135,1597.7894,2140,-5.8,10.4
1685,-121.6667,46.9167,2135,1605.9786,2140,-5.8,10.4
1686,-121.65,46.9167,1980,1565.8853,2144,-5.1,10.8
1687,-121.64,46.9167,1980,1554.5289,2132,-5.2,10.9
1688,-121.6283,46.9167,1880,1527.512,2132,-4.7,11.2
1689,-121.6167,46.9167,1740,1483.9666,2138,-4.1,11.6
1690,-121.5783,46.91,1435,1312.4198,2125,-2.7,12.6
1691,-121.7625,46.7764,1360,1273.4683,2237,-1.7,12.6
1692,-121.87,46.8317,1305,1401.8004,2234,-2.8,12.6
1693,-121.6128,46.8978,1280,1215.6895,2175,-1.7,12.8
1694,-121.7667,46.7819,1175,1080.8928,2273,-0.8,12.9
1695,-121.5508,46.9033,1060,975.5684,2146,-0.8,13.5
1696,-121.8833,46.8,1060,1206.526,2249,-1.6,13.4
1697,-121.7881,46.7714,935,784.1649,2293,0.2,13.6
1698,-121.8122,46.7522,820,678.6541,2287,0.5,14
1699,-121.875,46.7683,735,744.765,2285,0.2,14.2
1700,-121.8317,46.9767,730,766.0461,2368,0.3,13.7
1701,-121.8633,46.9967,605,647.3013,2355,0.6,14.2
1702,-122,46.7581,530,603.2064,2222,0.5,14.9
1703,-122.04,47.07,405,184.491,1847,2,16.1
1704,-122.0533,47.0967,295,100.287,1741,2.6,16.5
1705,-122.2986,46.8097,240,123.3331,1754,2.5,16.4
1706,-112,42.33,1677,155.6638,414,-6.3,19.6
1707,-112,42.33,1499,133.3266,385,-5.6,20.5
1708,-112,42.33,1448,128.108,377,-5.4,20.8
1709,-112,42.33,1524,136.6195,389,-5.7,20.4
1710,-112,42.33,1646,151.7048,406,-6.2,19.8
1711,-112,42.33,1829,174.3317,435,-6.8,18.9
1712,-112,42.33,1951,190.6985,456,-7.2,18.3
1713,-124.1169,44.0925,8,0,1578,6.9,15.6
1714,-124.2164,43.5244,16,0,1603,7.2,16.2
1715,-123.8439,43.5958,128,0,1391,6.1,17
1716,-122.4939,45.8044,155,48.2384,1538,3.1,17.5
1717,-123.5792,45.8242,460,22.2426,1930,3.6,14.3
1718,-123.7208,45.2153,790,301.4355,2313,2.2,12.2
1719,-122.3269,46.6689,865,871.3138,1914,-1.1,14.5
1720,-121.6364,46.5775,884,752.4395,1893,-0.7,15.4
1721,-122.2381,44.0203,1006,443.941,1555,0.2,15.8
1722,-121.9814,44.8756,1143,618.0052,1801,0,15
1723,-122.1131,44.8244,1146,689.684,1853,-0.3,15
1724,-122.2614,44.3583,1177,829.7829,1615,-1.7,14.7
1725,-121.8058,46.6278,1204,1184.342,2039,-2.5,14.1
1726,-121.6081,46.6028,1219,1000.1857,1831,-2.1,14.7
1727,-121.8064,44.4056,1280,651.4167,1284,-1.4,14.4
1728,-121.0669,46.6397,1097,549.1368,1172,-1.5,15.7
1729,-121.7972,45.5811,1138,690.925,1895,-0.3,15.4
1730,-121.6939,45.2192,1173,786.1659,1633,-1.1,14.4
1731,-121.4181,46.6289,1251,1117.1135,1770,-3.1,13.1
1732,-121.7878,45.0317,1280,865.8838,1570,-1.9,14.2
1733,-121.36,46.6569,1282,1076.7444,1703,-3.2,13.2
1734,-121.3858,46.6433,1341,1125.2573,1722,-3.5,13
1735,-121.6983,46.7628,1402,1201.2814,2123,-1.9,13.1
1736,-121.8478,43.7994,1451,669.6404,1174,-2,13.6
1737,-122.0417,43.65,1465,790.3713,1449,-1.4,13.3
1738,-121.73,46.7697,1483,1315.5378,2176,-2.3,12.5
1739,-122.0517,43.6206,1487,823.5637,1459,-1.6,13.2
1740,-121.8925,43.8239,1492,738.9286,1254,-2.1,13.3
1741,-121.7769,44.7964,1524,899.2798,1499,-2.2,13.2
1742,-122.1147,43.4119,1615,823.1056,1487,-1.5,13.4
1743,-121.5175,46.8694,1620,1310.6401,1981,-3.8,12.5
1744,-121.7567,44.0339,1658,880.5506,1484,-1.5,12.3
1745,-122.0333,43.6983,1681,816.9639,1310,-2.5,13.1
1746,-121.9619,43.8108,1691,779.4353,1218,-2.9,13.1
1747,-122.0269,43.6778,1698,816.9454,1308,-2.6,13.1
1748,-122.2519,42.6517,1890,733.8022,1222,-2.4,14.5
1749,-121.6219,44.1014,1996,744.5363,1099,-3.3,12.4
1750,-122.2339,42.6581,2012,729.9503,1129,-3.3,14.3
1751,-121.7383,46.7917,1630,1435.9647,2191,-3,12
1752,-121.1711,47.5789,1750,1292.843,1865,-5.6,12.4
1753,-121.6572,46.9111,1859,1546.2146,2166,-4.4,11.1
1754,-121.72,46.8,1932,1505.6165,2118,-4.5,11.4
1755,-121.6664,46.9192,2057,1595.0771,2152,-5.4,10.5
1756,-123.1767,44.5503,65,0,1138,4.3,18.6
1757,-124.0061,42.6975,716,0,1422,4.6,15.1
1758,-123.9844,42.1872,1189,202.7145,1574,2.4,13.5
1759,-122.8764,42.8964,689,37.887,951,3.1,18.7
1760,-122.5844,43.1181,732,119.7587,1236,2.3,17.2
1761,-124.1206,42.6022,901,0,1634,4,13.7
1762,-122.4356,42.6589,930,172.8393,917,1.1,18
1763,-122.3342,43.1667,1143,482.1233,1396,0,15.1
1764,-123.8042,42.2214,1210,110.0268,1328,2.6,15.3
1765,-124.0858,42.4333,1212,19.3954,1562,3.7,13.9
1766,-123.3033,42.065,1590,340.2295,1023,0.4,15.7
1767,-123.4594,42.0222,1638,403.504,1131,0.3,15.4
1768,-123.3714,42.0886,1780,474.2521,1062,-0.3,15
1769,-122.1561,43.1292,1585,900.2473,1443,-2.5,13.4
1770,-122.1247,42.64,1737,558.1299,882,-3.7,15.1
1771,-122.2439,42.4444,1814,644.4986,1055,-2.7,15
1772,-118.45,42.7653,1265,88.6359,275,-2.5,20.1
1773,-118.3433,42.9172,1280,99.7306,292,-2.8,19.8
1774,-119.8806,42.2053,1364,124.3923,382,-1.2,19.7
1775,-120.1489,42.6597,1585,131.9151,318,-2.8,18
1776,-118.6492,42.7375,2247,254.8082,450,-5.5,16
1777,-121.4311,44.5397,747,218.7242,873,0.4,17.5
1778,-121.0453,44.4953,914,105.9229,412,0,17.9
1779,-121.1286,44.0853,1067,60.2344,210,-0.5,17.3
1780,-120.9536,42.3117,1469,273.6873,552,-2.8,16.6
1781,-120.8805556,45.91805556,714,284.5441,622,-1.7,17.5
1782,-119.6628,44.9744,1225,186.6727,457,-2.4,17
1783,-121.9917,42.445,1262,292.9398,656,-1.6,17.5
1784,-121.9355,42.3978,1262,231.0356,550,-1.5,18.1
1785,-121.9017,42.3183,1262,202.9425,551,-1,18.5
1786,-121.8771,42.3893,1262,235.7697,577,-1.3,18.1
1787,-119.8314,44.4269,1345,172.3971,445,-1.4,17
1788,-118.7725,44.2369,1463,257.1453,505,-3.5,17
1789,-119.3156,45.1164,1503,278.589,571,-3.1,16.3
1790,-120.3367,44.4369,1585,211.1324,421,-3.1,15.4
1791,-121.0294,42.7619,1591,293.2985,535,-3.3,15.3
1792,-119.6294,43.8936,1695,218.493,411,-3.9,16.2
1793,-120.1606,42.4211,1859,208.5144,402,-4.2,17
1794,-120.6403,42.2833,1868,281.2858,514,-3.7,16.4
1795,-121.5781,44.6219,1265,380.0701,1172,0,16.1
1796,-121.5581,45.3022,1363,780.0088,1481,-1.7,14.4
1797,-118.9103,44.5497,1524,226.3809,496,-2.9,17.3
1798,-122.5919,43.2289,1524,569.1254,1070,-2,15.4
1799,-118.2664,45.1103,1676,381.8266,669,-4.7,15.6
1800,-118.5978,44.7858,1832,372.4883,636,-4.6,15.4
1801,-120.7353,42.6925,1890,225.689,402,-5.1,15.2
1802,-117.0025,45.0961,1565,334.1037,604,-6.2,16.3
1803,-118.2139,44.9583,2173,462.8983,720,-6.6,13.8
1804,-120.755,42.5622,2193,423.3167,648,-5,14.1
1805,-117.2728,45.2128,2438,504.4989,768,-8.1,13.1
1806,-123.1666667,49.83333333,200,403.9467,2281,0.7,16.1
1807,-123.0833333,50.1,625,924.9139,1632,-4.2,13.3
1808,-122.95,50.23333333,690,641.2656,1432,-2.6,15
1809,-121.75,49.36666667,60,215.4048,1722,1.3,17.5
1810,-121.7,49.41666667,65,286.7985,1649,0.7,17
1811,-127.8333333,50.53333333,10,54.1638,3178,3.4,13.8
1812,-129.9833333,55.91666667,10,458.7768,3166,1.6,13.7
1813,-123.2166667,49.4,945,1232.4359,2325,-2.5,13.2
1814,-122.95,49.41666667,1140,719.4722,2672,-0.1,15.1
1815,-122.9333333,49.45,990,751.437,2647,-0.2,15
1816,-121.75,49,1250,1049.0293,1692,-4.6,11.9
1817,-121.7666667,49,1250,1043.9493,1689,-4.5,12
1818,-121.7666667,48.88333333,1280,1070.1696,1817,-3.2,12.1
1819,-121.7666667,48.85,1460,1122.0706,1801,-4.1,11.6
1820,-121.7833333,48.95,1460,1086.8823,1730,-4.5,11.7
1821,-123.0166667,50.2,1480,903.5413,1459,-5.6,12.2
1822,-123.4,49.98333333,1480,1122.3672,1923,-3.7,12.5
1823,-123.15,50.03333333,1725,1114.6267,1723,-5.9,11.4
1824,-123.1166667,50.05,1755,1108.5417,1651,-6.9,10.9
1825,-122.9833333,50.03333333,1845,1111.4183,1641,-6.7,10.4
1826,-122.9833333,50.03333333,1845,1111.4183,1641,-6.7,10.4
1827,-132.0666667,52.93333333,550,308.8674,3321,2.4,12.6
1828,-132.0666667,52.93333333,595,338.2559,3310,2.3,12.5
1829,-129.9833333,55.91666667,855,1006.4014,2158,-3.2,12.2
1830,-129.9833333,55.91666667,870,1005.4532,2141,-3.3,12.2
1831,-129.9833333,55.91666667,855,1006.4014,2158,-3.2,12.2
1832,-129.9833333,55.91666667,1130,963.4404,1872,-4.8,11.8
1833,-122.1666667,51.08333333,1970,347.6601,610,-10.9,10.5
1834,-123.3833333,50.76666667,2090,799.6424,1118,-9.6,8.7
1835,-122.2333333,50.43333333,2210,778.5765,1074,-10.2,8.2
1836,-121.9,50.08333333,1905,752.5363,1195,-5.7,11.4
1837,-121.25,50.03333333,1830,516.2983,796,-8.2,11.3
1838,-121.3333333,50.11666667,2030,487.0053,734,-10,10.6
1839,-121.35,50.01666667,2000,523.6685,789,-9.5,11.1
1840,-121.35,50.01666667,2005,523.6685,789,-9.5,11.1
1841,-121.2166667,50.03333333,1980,484.7567,748,-9,11.1
1842,-122.6333333,50.03333333,2060,1024.9539,1465,-8,10.1
1843,-108.9517,36.2375,2759,157.0874,442,-5.6,17.1
1844,-110.4333,43.9667,2597,362.511,602,-11.2,13.1
1845,-109.8386,44.4525,1996,146.0956,396,-8.4,16.5
1846,-122.575,44.6333,988,768.0139,1737,-1,14.8
1847,-122.1178,48.7692,198,55.5714,1719,2.9,16.1
1848,-111.3453,34.4622,2205,117.7779,608,-0.3,20.2
1849,-112.4833,29.8333,220,0,168,14.5,30.8
1850,-108.8083,35.9689,2753,132.7558,408,-5.2,17.4
1851,-119.666667,37.85,2430,613.074,946,-1.7,16.6
1852,-114.9867,45.7044,2250,259.5443,548,-7.1,16.4
1853,-114.4353,46.5614,1770,179.6726,448,-6,16.8
1854,-114.2619,45.8919,2300,148.443,413,-7.7,16.2
1855,-113.4403,45.8406,1921,111.4734,368,-6,17.4
1856,-122.036,43.7882,1690,782.8644,1263,-2.6,13.3
1857,-120.2236,41.3867,2743,253.0527,415,-6.3,15.8
1858,-120.2097,41.9758,2042,248.3611,487,-3.2,17.6
1859,-122.96806,41.34472,2106,822.3846,1124,-3,14.1
1860,-123.30028,41.96972,1635,319.2839,1022,0.5,16.2
1861,-123.58528,41.69472,1471,335.6345,1284,1.1,15.2
1862,-123.22083,41.62972,1802,500.2015,1144,-0.2,15.1
1863,-122.6875,41.29194,1684,435.0372,1137,0,16.1
1864,-123.22306,41.54639,1793,544.4791,1205,-0.2,14.5
1865,-122.76139,41.2225,1912,615.4106,1172,-0.9,15.4
1866,-123.30917,41.56583,1599,536.6409,1212,-0.2,14.8
1867,-123.69778,41.25222,815,56.975,1406,3.1,16.8
1868,-122.5575,41.34667,1918,632.3147,1078,-1.6,15.6
1869,-122.805,41.04944,1842,787.1405,1163,-2.3,15.1
1870,-123.53933,41.91837,1556,331.2035,1205,1,14.9
1871,-123.68778,41.81472,1301,202.1093,1319,2,15.1
1872,-123.11897,41.49128,1842,511.9369,1174,-0.2,14.9
1873,-122.495,41.20722,1733,653.7706,1116,-1.6,15.8
1874,-123.32078,41.54719,1714,603.705,1215,-0.6,14.8
1875,-123.11194,41.57,1924,375.3014,1159,0.6,15.3
1876,-123.21861,41.41194,2073,715.8262,1208,-1.3,14.3
1877,-123.71444,41.25806,936,82.7399,1421,2.8,16.5
1878,-123.40547,42.01043,1611,343.8648,1085,0.5,15.7
1879,-123.17361,41.93611,1675,419.3807,929,-0.6,16.3
1880,-123.70722,41.61194,1511,228.5165,1353,1.8,15
1881,-123.20778,41.415,1771,507.2184,1194,-0.1,14.9
1882,-123.6825,41.26444,539,0,1360,4.1,17.7
1883,-122.96028,41.19361,1813,713.3491,1258,-0.9,14.3
1884,-123.10594,41.49639,1892,532.0529,1170,-0.3,14.9
1885,-123.71917,41.59778,1629,283.1297,1372,1.6,14.7
1886,-123.17861,41.5525,1769,437.495,1188,0.3,14.9
1887,-122.85667,40.95278,1802,745.885,1225,-1.5,15.2
1888,-123.32778,41.56167,1681,610.9501,1214,-0.6,14.8
1889,-123.04889,41.01,2160,932.8276,1278,-2.4,13.8
1890,-122.90361,41.20944,2015,855.2864,1274,-1.7,13.6
1891,-122.95583,41.29889,2204,882.2357,1176,-3.2,13.6
1892,-123.69611,41.75944,1532,274.4512,1330,1.6,14.7
1893,-123.51583,41.91417,1313,176.7334,1169,1.9,15.8
1894,-122.77306,40.99,1492,557.1605,1114,-1,17
1895,-123.60062,41.88168,1541,361.1173,1267,1,14.5
1896,-122.64556,41.33611,1805,541.0836,1092,-0.8,15.9
1897,-123.18583,41.92139,1729,427.1161,943,-0.6,16.3
1898,-122.37111,41.22194,1695,634.6314,1057,-2,16.4
1899,-122.95139,41.30778,2024,826.6581,1168,-2.5,14.1
1900,-123.13194,41.56222,1632,240.6615,1171,1.5,15.7
1901,-123.10111,41.54528,1626,219.9629,1164,1.6,15.9
1902,-123.58,41.70139,1337,242.6968,1266,1.6,15.6
1903,-122.55833,41.37339,2073,673.0571,1038,-2.3,15.4
1904,-122.50758,41.32053,2169,721.1526,1005,-3.4,15.1
1905,-123.67038,41.8077,1398,250.908,1312,1.7,14.9
1906,-123.12889,41.50583,1878,512.8066,1175,-0.2,14.9
1907,-123.49167,41.11444,1620,473.1284,1356,0.5,14.9
1908,-122.51,41.19083,1848,694.9852,1104,-2,15.7
1909,-123.84806,41.675,790,0,1406,4.6,16.6
1910,-123.54111,41.48639,596,0,1232,4.1,18.4
1911,-123.74806,41.37861,1350,143.4213,1423,2.3,15.5
1912,-123.20917,41.6125,1857,528.2013,1162,-0.3,14.8
1913,-122.96056,41.34222,1970,776.3054,1126,-2.5,14.4
1914,-123.31667,41.52972,1672,540.3781,1213,-0.3,15
1915,-122.50667,41.27417,2198,774.9695,1059,-3.5,14.6
1916,-123.23722,41.56,1620,452.5319,1208,0.3,14.7
1917,-123.61972,41.84861,1508,335.5042,1284,1.1,14.6
1918,-123.41417,41.17278,1723,702.9084,1322,-0.7,14.3
1919,-123.37472,41.15333,1891,768.9291,1315,-1.1,14.2
1920,-123.64611,41.90167,1544,446.0971,1316,0.6,14.3
1921,-123.7033,41.616,1617,315.5135,1362,1.4,14.7
1922,-123.36333,41.55,1581,550.361,1212,-0.4,15.3
1923,-122.96861,41.02944,2023,851.7669,1301,-1.5,13.8
1924,-123.26417,41.55889,1790,626.3876,1218,-0.6,14.3
1925,-122.75444,41.15278,1769,696.3868,1136,-1.6,15.5
1926,-122.94028,41.29694,1802,737.4029,1187,-1.5,14.4
1927,-123.1275,41.53528,1830,416.815,1170,0.4,15.2
