"Latitude","Longitude","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","tsep","toct","tnov","tdec","pjan","pfeb","pmar","papr","pmay","pjun","pjul","paug","psep","poct","pnov","pdec","tave","tmax","tmin","gdd0","gdd5","mtco","mtwa","annp"
46.9167,-121.65,-5.1,-3.5,-2.5,-0.4,3.4,7.2,10.8,11.2,8,3.6,-2.7,-5.1,323,238,211,150,105,95,46,59,100,183,300,334,2.08,31.5,-37.2,1324.8,498.8,-5.1,11.2,2144
46.9167,-121.64,-5.2,-3.5,-2.5,-0.3,3.4,7.3,10.9,11.3,8,3.6,-2.7,-5.1,322,236,210,149,104,95,46,58,100,182,298,332,2.1,31.5,-36.8,1335.3,507.8,-5.2,11.3,2132
46.9167,-121.6283,-4.7,-3.1,-2,0.1,3.8,7.7,11.2,11.6,8.4,3.9,-2.3,-4.7,323,236,209,149,103,94,45,58,100,183,299,333,2.49,31.6,-35.3,1406.8,554.2,-4.7,11.6,2132
46.9167,-121.6167,-4.1,-2.4,-1.4,0.7,4.4,8.2,11.6,11.9,8.9,4.4,-1.6,-4,324,237,210,150,102,93,45,57,100,184,302,334,3.05,31.8,-33.4,1509.2,616,-4.1,11.9,2138
46.91,-121.5783,-2.7,-1,0.1,2.1,5.7,9.4,12.6,12.9,10,5.6,-0.2,-2.6,325,236,208,148,99,89,42,55,99,186,303,335,4.33,32.5,-29.3,1783.2,786.1,-2.7,12.9,2125
46.7764,-121.7625,-1.7,-0.3,0.6,2.5,5.9,9.5,12.6,13,10.3,6.1,0.6,-1.6,343,250,220,155,106,93,44,57,104,196,320,349,4.79,33.4,-31.8,1860,816.1,-1.7,13,2237
46.8317,-121.87,-2.8,-1.2,-0.2,1.9,5.6,9.4,12.6,13,10,5.6,-0.3,-2.7,344,248,213,157,110,99,46,60,107,193,315,342,4.24,35.9,-35.4,1771.4,787,-2.8,13,2234
46.8978,-121.6128,-1.7,-0.1,0.8,2.7,6.2,9.7,12.8,13.1,10.4,6.1,0.6,-1.6,332,242,214,151,101,89,43,56,101,192,312,342,4.92,33.2,-29.4,1901.5,841.6,-1.7,13.1,2175
46.7819,-121.7667,-0.8,0.6,1.4,3.2,6.5,10,12.9,13.4,10.8,6.7,1.4,-0.7,348,254,225,158,107,93,44,57,106,201,326,354,5.45,33.8,-30.2,2034.3,898.1,-0.8,13.4,2273
46.9033,-121.5508,-0.8,0.8,1.8,3.7,7.1,10.6,13.5,13.8,11.2,6.9,1.6,-0.7,329,238,211,149,98,85,41,54,100,191,310,340,5.79,33.3,-25.9,2158.3,983.1,-0.8,13.8,2146
46.8,-121.8833,-1.6,-0.1,1,3,6.6,10.3,13.4,13.7,10.9,6.5,0.9,-1.5,348,250,214,157,110,98,45,59,108,196,319,345,5.26,36.5,-32.9,2018.7,931.7,-1.6,13.7,2249
46.7714,-121.7881,0.2,1.5,2.4,4.2,7.4,10.8,13.6,14,11.6,7.5,2.4,0.3,352,257,226,159,107,92,44,57,107,204,331,357,6.33,34.6,-28.3,2320.2,1040.4,0.2,14,2293
46.7522,-121.8122,0.5,1.9,2.8,4.6,7.8,11.2,14,14.4,12,7.8,2.8,0.6,354,256,224,158,107,92,43,57,107,203,330,356,6.7,35.3,-27.5,2457.1,1115.2,0.5,14.4,2287
46.7683,-121.875,0.2,1.7,2.6,4.5,7.9,11.4,14.2,14.5,12.1,7.8,2.6,0.3,354,255,220,159,109,95,44,58,109,202,328,352,6.65,36.8,-29,2439.2,1134.6,0.2,14.5,2285
46.9767,-121.8317,0.3,1.6,2.5,4.2,7.5,10.9,13.7,14.1,11.7,7.5,2.5,0.4,357,261,231,169,116,101,49,62,115,211,336,360,6.41,36.8,-30.3,2350.6,1055.9,0.3,14.1,2368
46.9967,-121.8633,0.6,2,2.9,4.8,8.1,11.5,14.2,14.7,12.2,8,3,0.7,356,258,227,170,117,102,49,62,115,210,334,355,6.89,38,-29.1,2527.2,1164,0.6,14.7,2355
46.7581,-122,0.5,2.1,3.2,5.2,8.6,12.1,14.9,15.2,12.6,8.2,3.1,0.7,346,246,211,156,109,95,43,58,107,195,318,338,7.2,38.9,-28.2,2640.4,1259.3,0.5,15.2,2222
47.07,-122.04,2,3.8,5,7.1,10.4,13.7,16.1,16.3,13.7,9.4,4.7,2.2,267,193,177,143,102,91,43,56,94,163,256,262,8.7,38.8,-24.8,3187.5,1578.2,2,16.3,1847
47.0967,-122.0533,2.6,4.5,5.6,7.7,11,14.2,16.5,16.7,14.1,9.8,5.3,2.8,248,181,167,136,98,87,41,54,89,154,241,245,9.23,38.8,-23.4,3381.9,1702.4,2.6,16.7,1741
46.8097,-122.2986,2.5,4.2,5.4,7.5,10.7,14,16.4,16.6,14,9.7,5.1,2.7,270,190,170,126,87,76,34,48,83,155,252,263,9.07,39.4,-23.5,3321.3,1659.3,2.5,16.6,1754
42.33,-112,-6.8,-4.3,-0.1,5,10.1,14.7,18.9,17.8,12.7,7,0.1,-5.7,37,33,36,36,44,40,24,26,30,30,35,37,5.78,38.6,-35.2,2638.7,1547.3,-6.8,18.9,408
42.33,-112,-6.2,-3.4,0.8,5.8,10.9,15.5,19.8,18.6,13.5,7.6,0.8,-5.1,34,30,34,34,42,38,22,24,28,29,33,34,6.55,39.6,-34,2834.8,1702.6,-6.2,19.8,382
42.33,-112,-6,-3.2,1.1,6.1,11.1,15.7,20,18.9,13.7,7.8,1,-4.9,33,30,33,34,42,38,21,23,27,28,33,34,6.78,39.8,-33.7,2894.2,1748.1,-6,20,376
42.33,-112,-6.2,-3.5,0.7,5.7,10.8,15.4,19.6,18.5,13.4,7.5,0.7,-5.2,35,30,34,34,43,39,22,24,28,29,33,34,6.45,39.4,-34.2,2806.4,1679.5,-6.2,19.6,385
42.33,-112,-6.7,-4.1,0,5.1,10.3,14.8,19.1,17.9,12.9,7.1,0.2,-5.6,36,32,36,36,44,40,24,26,30,30,35,36,5.92,38.8,-34.9,2672.3,1575.8,-6.7,19.1,405
42.33,-112,-7.3,-5,-0.9,4.3,9.5,14,18.2,17.1,12.1,6.4,-0.5,-6.3,39,35,38,38,46,42,26,28,32,32,37,39,5.13,37.9,-36.1,2479.8,1423.1,-7.3,18.2,432
44.0925,-124.1169,6.9,8,8.4,9.4,11.6,14.1,15.6,15.9,14.9,12.1,9.2,7.1,252,194,184,109,75,49,16,26,50,118,237,268,11.1,37.7,-13.7,4059.1,2234,6.9,15.9,1578
43.5244,-124.2164,7.2,8.3,8.8,9.8,12,14.6,16.2,16.5,15.3,12.5,9.5,7.4,249,197,197,116,74,42,13,25,46,117,256,271,11.51,35,-14.6,4208.4,2383.4,7.2,16.5,1603
43.5958,-123.8439,6.1,7.4,8.2,9.5,12,14.9,17,17.3,15.5,12.1,8.5,6.2,221,169,164,98,65,38,12,22,41,104,219,238,11.23,36.7,-18.7,4106.5,2281.5,6.1,17.3,1391
45.8044,-122.4939,3.1,5,6.8,8.8,12,15.2,17.5,17.6,15.1,10.8,6.3,3.4,239,173,159,109,80,60,24,38,67,125,219,245,10.13,39.9,-24.2,3711.1,1980.7,3.1,17.6,1538
45.8242,-123.5792,3.6,4.9,5.6,7,9.7,12.4,14.3,14.8,13.2,9.7,6,3.8,302,225,211,136,88,70,32,40,75,163,277,311,8.75,36.2,-19.5,3203.1,1449.7,3.6,14.8,1930
45.2153,-123.7208,2.2,3.3,3.6,4.8,7.4,10.1,12.2,12.7,11.2,8,4.2,2.3,376,278,262,159,105,80,35,43,83,188,323,381,6.83,36.7,-23,2502.8,955.1,2.2,12.7,2313
46.6689,-122.3269,-1.1,0.7,2,4.3,7.8,11.6,14.5,14.8,11.6,7.1,1.7,-0.9,303,209,185,134,94,85,37,53,89,163,271,291,6.18,38.6,-31.9,2312.5,1117.5,-1.1,14.8,1914
46.5775,-121.6364,-0.7,1.3,2.7,5,8.6,12.4,15.4,15.6,12.5,7.8,2.5,-0.3,318,214,181,122,82,69,30,45,82,163,278,309,6.9,39.1,-31.6,2551.8,1275.6,-0.7,15.6,1893
44.0203,-122.2381,0.2,2.3,3.8,6.1,9.4,13,15.8,15.8,12.6,8.1,3.1,0.4,244,175,170,111,81,58,19,29,55,130,231,252,7.55,39.6,-34,2768.9,1376,0.2,15.8,1555
44.8756,-121.9814,0,1.7,3.1,5.2,8.5,12.1,15,15.1,12,7.8,2.8,0.1,301,209,198,120,85,63,21,34,66,150,257,297,6.95,40.2,-33.5,2549.5,1225.2,0,15.1,1801
44.8244,-122.1131,-0.3,1.5,3,5.1,8.4,12.1,15,15.1,12,7.6,2.6,-0.2,309,213,203,125,88,66,21,35,69,156,263,305,6.83,40.4,-34.5,2512.8,1214,-0.3,15.1,1853
44.3583,-122.2614,-1.7,0.3,1.8,4.2,7.8,11.6,14.7,14.7,11.1,6.5,1.2,-1.6,259,180,174,113,84,65,21,33,60,136,230,260,5.88,39.8,-39.1,2246.8,1089.3,-1.7,14.7,1615
46.6278,-121.8058,-2.5,-0.6,0.7,3.1,6.9,10.9,14.1,14.4,11,6.3,0.5,-2.3,334,228,193,135,95,84,37,53,94,172,292,322,5.21,38.4,-34.7,2066.6,999.5,-2.5,14.4,2039
46.6028,-121.6081,-2.1,-0.1,1.3,3.7,7.5,11.5,14.7,14.8,11.6,6.8,1.1,-1.8,307,207,174,118,80,69,30,45,79,157,267,298,5.75,38.4,-34.6,2221.8,1098.6,-2.1,14.8,1831
44.4056,-121.8064,-1.4,0.5,1.8,4,7.5,11.2,14.4,14.3,10.9,6.5,1.4,-1.3,211,145,138,85,64,51,19,27,46,105,183,210,5.82,38.5,-38,2202.4,1039.2,-1.4,14.4,1284
46.6397,-121.0669,-1.5,0.9,2.5,5,8.7,12.6,15.7,15.7,12.4,7.4,2,-1.2,195,131,113,75,48,41,19,28,46,101,175,200,6.68,38.3,-31.4,2515.9,1281.6,-1.5,15.7,1172
45.5811,-121.7972,-0.3,1.6,3.2,5.4,8.8,12.5,15.4,15.5,12.4,8,2.8,-0.1,323,226,208,123,82,62,22,38,71,151,274,315,7.1,38.4,-32,2611.9,1292.8,-0.3,15.5,1895
45.2192,-121.6939,-1.1,0.7,2.1,4.2,7.6,11.3,14.4,14.5,11.2,6.9,1.8,-0.9,273,191,178,107,75,58,22,34,61,132,233,269,6.06,38.1,-33.1,2269.6,1072.3,-1.1,14.5,1633
46.6289,-121.4181,-3.1,-1.2,0.1,2.3,6,9.9,13.1,13.4,10.2,5.6,-0.1,-2.8,281,199,174,119,80,70,32,44,76,152,256,287,4.45,33.7,-31.5,1852,844.8,-3.1,13.4,1770
45.0317,-121.7878,-1.9,0,1.4,3.6,7.1,11,14.2,14.2,10.8,6.4,1,-1.7,262,181,170,104,75,59,21,33,59,128,221,257,5.51,39.1,-36.3,2123.2,1003.9,-1.9,14.2,1570
46.6569,-121.36,-3.2,-1.2,0.1,2.4,6.1,10,13.2,13.5,10.2,5.6,-0.2,-3,271,191,167,114,76,67,31,43,73,147,246,277,4.46,33.7,-31.4,1865.8,856.4,-3.2,13.5,1703
46.6433,-121.3858,-3.5,-1.6,-0.3,2,5.8,9.7,13,13.3,10,5.3,-0.5,-3.3,274,193,169,115,78,69,32,43,74,148,248,279,4.16,33.6,-32.2,1798.3,816.5,-3.5,13.3,1722
46.7628,-121.6983,-1.9,-0.3,0.7,2.8,6.3,10,13.1,13.5,10.6,6.2,0.7,-1.7,332,237,207,145,99,86,40,54,97,186,305,335,5,35.1,-32.7,1944.6,883.2,-1.9,13.5,2123
43.7994,-121.8478,-2,-0.3,1.2,3.4,6.9,10.4,13.6,13.4,10,5.8,0.7,-1.9,186,131,130,79,60,46,18,25,40,93,172,194,5.1,36.8,-36.7,1989.9,898.8,-2,13.6,1174
43.65,-122.0417,-1.4,0.1,1.4,3.5,6.9,10.3,13.3,13.3,10.2,6.1,1.1,-1.4,230,166,165,100,70,50,19,27,48,116,217,241,5.28,35.8,-35.3,2014.8,896.4,-1.4,13.3,1449
46.7697,-121.73,-2.3,-0.7,0.2,2.2,5.7,9.4,12.5,12.9,10.1,5.8,0.2,-2.1,336,243,214,150,102,90,43,56,100,190,311,341,4.49,33.7,-32.8,1800.5,790,-2.3,12.9,2176
43.6206,-122.0517,-1.6,-0.1,1.2,3.3,6.7,10.1,13.2,13.2,10.1,5.9,0.9,-1.5,231,167,167,101,71,50,19,27,49,116,219,242,5.12,35.5,-36,1966.8,870.5,-1.6,13.2,1459
43.8239,-121.8925,-2.1,-0.4,0.9,3.1,6.6,10.1,13.3,13.2,9.8,5.7,0.5,-2,199,141,139,85,63,48,19,26,43,100,184,207,4.89,36.5,-36.6,1923.8,857,-2.1,13.3,1254
44.7964,-121.7769,-2.2,-0.5,0.7,2.8,6.2,9.9,13.2,13.3,9.9,5.7,0.5,-2.1,246,172,163,100,73,58,22,32,55,122,212,244,4.78,36.5,-36.3,1892.9,843.1,-2.2,13.3,1499
43.4119,-122.1147,-1.5,0,1.3,3.4,6.9,10.3,13.4,13.3,10.3,6.2,1.1,-1.5,235,171,172,103,72,50,18,27,49,118,225,247,5.27,37,-37.2,2016,904.2,-1.5,13.4,1487
46.8694,-121.5175,-3.8,-1.9,-0.7,1.6,5.3,9.2,12.5,12.8,9.6,5,-1,-3.6,307,220,192,137,92,83,39,52,91,171,282,315,3.75,33.4,-32.5,1694.5,743.7,-3.8,12.8,1981
44.0339,-121.7567,-1.5,-0.3,0.8,2.7,5.9,9.2,12.3,12.4,9.5,5.5,0.7,-1.6,238,172,168,100,70,53,22,29,50,117,219,246,4.63,34.1,-34.7,1794.7,743.3,-1.6,12.4,1484
43.6983,-122.0333,-2.5,-0.9,0.5,2.7,6.3,9.8,13.1,13,9.6,5.4,0.1,-2.5,207,147,147,90,66,50,19,27,45,104,193,215,4.55,36.1,-37.7,1845.3,815.3,-2.5,13.1,1310
43.8108,-121.9619,-2.9,-1.2,0.2,2.5,6.1,9.8,13.1,12.9,9.4,5.1,-0.2,-2.9,192,135,135,83,63,49,19,27,42,97,177,199,4.33,36.5,-38.8,1803.6,796,-2.9,13.1,1218
43.6778,-122.0269,-2.6,-1,0.4,2.6,6.3,9.8,13.1,12.9,9.5,5.3,0.1,-2.5,206,147,147,90,66,50,19,27,45,104,192,215,4.49,36,-38,1830.6,807.2,-2.6,13.1,1308
42.6517,-122.2519,-2.4,-0.6,0.8,3.1,7,10.9,14.5,14.2,10.8,6.2,0.6,-2.2,192,140,144,84,59,41,15,23,40,95,186,203,5.24,36.8,-37.1,2071.7,1000.3,-2.4,14.5,1222
44.1014,-121.6219,-3.3,-1.7,-0.5,1.7,5.4,9,12.4,12.3,8.7,4.5,-0.7,-3.3,175,122,120,73,57,47,20,26,39,85,156,179,3.71,35.1,-39.4,1638.3,686.8,-3.3,12.4,1099
42.6581,-122.2339,-3.3,-1.4,0.1,2.5,6.6,10.6,14.3,14,10.4,5.7,-0.1,-3,176,127,132,78,56,41,15,23,38,88,169,186,4.7,37,-39.2,1962.4,944.1,-3.3,14.3,1129
46.7917,-121.7383,-3,-1.5,-0.5,1.5,5,8.7,12,12.4,9.5,5.2,-0.6,-2.9,336,245,216,152,104,93,44,57,101,190,311,342,3.82,33.1,-34.6,1648.5,696,-3,12.4,2191
47.5789,-121.1711,-5.6,-3.5,-1.7,1,5,8.9,12.4,12.8,9,4.2,-2.5,-5.5,281,203,179,132,89,83,42,54,92,155,259,296,2.88,32.3,-32.7,1598.9,697.9,-5.6,12.8,1865
46.9111,-121.6572,-4.4,-2.9,-1.9,0.1,3.8,7.6,11.1,11.4,8.4,4,-2.1,-4.4,327,240,214,152,105,95,46,59,101,186,304,337,2.56,31.9,-36.4,1398.7,543,-4.4,11.4,2166
46.8,-121.72,-4.5,-2.9,-1.9,0.3,4,7.9,11.4,11.8,8.6,4.1,-2,-4.5,326,236,207,146,102,92,44,57,98,181,298,331,2.69,33.1,-37.9,1448.7,581.8,-4.5,11.8,2118
46.9192,-121.6664,-5.4,-3.9,-2.9,-0.8,3,6.9,10.5,10.9,7.7,3.3,-3.1,-5.4,324,238,212,151,106,97,47,59,101,183,300,334,1.73,31.5,-38.8,1261.7,460,-5.4,10.9,2152
44.5503,-123.1767,4.3,6.2,7.8,9.7,12.5,15.9,18.6,18.8,16.3,11.7,7.4,4.5,182,133,123,72,55,36,13,21,39,87,178,199,11.14,41.3,-21.7,4078.9,2277.5,4.3,18.8,1138
42.6975,-124.0061,4.6,5.7,6,7.3,10,12.9,15.1,15.3,13.6,10.3,6.7,4.6,233,177,170,95,63,34,11,20,41,109,223,246,9.34,34.2,-20.5,3418.6,1609.2,4.6,15.3,1422
42.1872,-123.9844,2.4,3.3,3.5,5,7.9,11,13.5,13.6,11.7,8.2,4.3,2.4,266,203,190,100,65,35,13,21,42,118,244,277,7.23,33.4,-23,2649.6,1090.6,2.4,13.6,1574
42.8964,-122.8764,3.1,5.1,6.5,8.5,11.9,15.6,18.7,18.7,15.6,11,5.8,3.1,148,107,104,63,50,29,10,18,32,80,149,161,10.3,39.2,-24.3,3772.5,2052.4,3.1,18.7,951
43.1181,-122.5844,2.3,4.1,5.4,7.4,10.7,14.3,17.2,17.2,14.3,10.1,5,2.2,192,140,139,85,65,38,13,22,40,103,192,207,9.18,38.9,-26.8,3364.4,1728.1,2.2,17.2,1236
42.6022,-124.1206,4,4.8,4.9,6.2,8.8,11.6,13.7,14,12.4,9.4,5.9,4,267,205,198,110,72,39,13,23,45,125,255,282,8.31,32.9,-21.1,3040.9,1276.6,4,14,1634
42.6589,-122.4356,1.1,3.2,4.7,7,10.8,14.6,18,17.8,14.5,9.8,4.1,1.2,141,101,102,60,51,30,11,19,30,77,141,154,8.9,40.1,-28.4,3262.7,1745,1.1,18,917
43.1667,-122.3342,0,1.7,3,5,8.6,12,15.1,15.1,12,7.8,2.7,0.1,220,160,161,97,68,44,15,24,46,113,215,233,6.93,37.9,-32.6,2540.4,1224.4,0,15.1,1396
42.2214,-123.8042,2.6,3.9,4.5,6.2,9.3,12.5,15.3,15.2,13,9.1,4.9,2.7,228,172,158,81,53,28,10,18,36,100,207,237,8.27,34.7,-21.9,3028.1,1389.2,2.6,15.3,1328
42.4333,-124.0858,3.7,4.6,4.8,6.1,8.7,11.7,13.9,14,12.4,9.2,5.7,3.7,258,198,189,103,67,36,13,22,43,119,243,271,8.21,33.1,-20.7,3004.7,1266.7,3.7,14,1562
42.065,-123.3033,0.4,2,2.9,5,8.7,12.3,15.7,15.6,12.4,8,2.9,0.5,178,130,117,60,41,27,10,16,30,76,156,182,7.2,36.7,-29.6,2640.9,1289.2,0.4,15.7,1023
42.0222,-123.4594,0.3,1.8,2.7,4.8,8.4,12,15.4,15.3,12.3,7.8,2.8,0.4,199,148,131,65,43,27,10,17,32,82,173,204,7,36.5,-28.6,2567.8,1240.4,0.3,15.4,1131
42.0886,-123.3714,-0.3,1.1,2,4.1,7.8,11.5,15,14.8,11.7,7.2,2.1,-0.2,185,136,122,62,43,28,11,17,31,78,161,188,6.4,36.6,-31.3,2357.9,1134.7,-0.3,15,1062
43.1292,-122.1561,-2.5,-0.8,0.5,2.7,6.4,10,13.4,13.3,9.9,5.7,0.3,-2.4,226,165,169,101,70,49,18,26,48,114,218,239,4.71,36.7,-37.8,1894.9,856.9,-2.5,13.4,1443
42.64,-122.1247,-3.7,-1.5,0.1,2.8,7.1,11.3,15.1,14.7,10.7,5.9,-0.2,-3.4,136,95,101,60,46,36,13,21,31,69,130,144,4.91,38.6,-40.1,2068,1038.3,-3.7,15.1,882
42.4444,-122.2439,-2.7,-0.8,0.6,3,7.3,11.2,15,14.6,11.1,6.3,0.5,-2.4,166,121,124,72,51,37,13,21,35,81,159,175,5.31,39.4,-38.8,2118.6,1056.1,-2.7,15,1055
42.7653,-118.45,-2.5,1.2,3.4,6.6,11.4,16,20.1,18.9,13.9,8.4,2.2,-1.6,31,22,27,22,29,24,9,12,13,21,32,33,8.17,41.6,-36.8,3097.2,1811.7,-2.5,20.1,275
42.9172,-118.3433,-2.8,1,3.1,6.3,11.1,15.7,19.8,18.6,13.5,8.2,2,-1.9,34,24,29,23,30,25,9,13,14,22,34,35,7.88,40.9,-36.8,3012.2,1747.7,-2.8,19.8,292
42.2053,-119.8806,-1.2,1.5,3.6,6.8,11.2,15.7,19.7,18.9,14.6,9.3,3.1,-0.5,52,37,39,29,31,25,9,12,15,29,51,53,8.56,39.4,-33.2,3176.6,1842.4,-1.2,19.7,382
42.6597,-120.1489,-2.8,-0.3,1.7,5,9.5,14,18,17.3,12.7,7.6,1.2,-2.3,39,26,29,23,31,30,12,15,14,22,35,42,6.8,39.1,-38.1,2646.3,1480.9,-2.8,18,318
42.7375,-118.6492,-5.5,-2.6,-1,2.2,7,11.5,16,15,10.2,5.1,-1.1,-4.7,57,42,46,34,38,35,16,20,20,31,52,59,4.34,37.3,-44.2,2027.7,1047.4,-5.5,16,450
44.5397,-121.4311,0.4,2.8,4.5,6.9,10.4,14.5,17.5,17.4,13.5,8.8,3.6,0.5,143,97,92,57,47,37,12,19,32,72,124,141,8.4,41.2,-33.7,3080.2,1632,0.4,17.5,873
44.4953,-121.0453,0,2.6,4.5,6.8,10.5,14.7,17.9,17.5,13.3,8.7,3.3,0.1,60,41,39,27,30,27,10,14,16,32,56,60,8.33,41.3,-34.2,3053.4,1642.3,0,17.9,412
44.0853,-121.1286,-0.5,2,3.6,6.2,9.9,14,17.3,16.8,12.7,8.1,2.7,-0.3,29,15,14,11,21,22,10,12,8,13,25,30,7.71,40.8,-35.4,2842.5,1501.7,-0.5,17.3,210
42.3117,-120.9536,-2.8,-0.6,1.3,4.4,8.5,12.7,16.6,16.1,12,7.3,1.3,-2.2,75,58,62,39,39,32,12,18,21,44,70,82,6.22,39.5,-35.7,2435.4,1294.2,-2.8,16.6,552
45.9181,-120.8806,-1.7,1,3.5,6.2,10,14.3,17.5,17.4,13.2,7.9,2.3,-1.4,109,69,61,37,28,22,10,17,22,46,91,110,7.52,41.2,-34,2831.1,1546.1,-1.7,17.5,622
44.9744,-119.6628,-2.4,0.3,1.8,4.4,8.9,13.2,17,16.6,12.2,7.2,1.6,-1.9,57,40,43,39,41,34,14,21,21,33,55,59,6.58,40.3,-38.2,2528.6,1353.5,-2.4,17,457
42.445,-121.9917,-1.6,0.9,2.7,5.3,9.6,13.7,17.5,16.9,13.2,8.2,2.1,-1.2,101,69,73,41,35,27,9,18,23,52,98,110,7.28,40.2,-33.6,2736,1486.2,-1.6,17.5,656
42.3978,-121.9355,-1.5,1.2,3.1,5.7,10.2,14.4,18.1,17.6,13.8,8.6,2.4,-1.1,84,56,60,33,30,24,8,16,20,44,82,93,7.71,40.4,-32.8,2887.4,1605,-1.5,18.1,550
42.3183,-121.9017,-1,1.7,3.5,6.2,10.6,14.8,18.5,18,14.3,9,2.9,-0.6,84,57,60,34,30,23,8,16,20,43,82,94,8.16,40.4,-31.3,3025.8,1696.3,-1,18.5,551
42.3893,-121.8771,-1.3,1.3,3.2,5.8,10.2,14.3,18.1,17.5,13.8,8.7,2.5,-0.9,88,60,63,35,31,25,8,17,21,46,86,97,7.77,40.3,-32.3,2898.1,1604.6,-1.3,18.1,577
44.4269,-119.8314,-1.4,1.1,2.6,5,9.2,13.3,17,16.5,12.4,7.6,2.1,-1.1,61,42,43,33,35,30,13,18,18,31,57,64,7.03,39.7,-36.2,2635,1388.5,-1.4,17,445
44.2369,-118.7725,-3.5,-0.6,1.1,3.9,8.5,12.8,17,16.4,11.8,6.6,0.7,-2.9,72,50,51,38,38,33,13,19,21,35,62,73,5.98,39.7,-37.6,2397.1,1290.1,-3.5,17,505
45.1164,-119.3156,-3.1,-0.5,0.9,3.5,8,12.4,16.3,16.1,11.6,6.7,0.9,-2.6,76,54,56,48,46,39,15,23,25,42,69,78,5.85,39.9,-38.6,2323,1225.7,-3.1,16.3,571
44.4369,-120.3367,-3.1,-0.7,0.9,3.4,7.6,11.7,15.4,15,10.7,6.1,0.4,-2.8,56,39,39,30,34,32,15,19,17,29,52,59,5.38,38.8,-39.7,2167.8,1089.8,-3.1,15.4,421
42.7619,-121.0294,-3.3,-1.2,0.8,3.6,7.7,11.7,15.3,14.7,10.7,6.1,0.3,-3.1,74,53,59,36,37,33,13,18,20,41,68,83,5.28,38.4,-36.8,2158.4,1081.6,-3.3,15.3,535
43.8936,-119.6294,-3.9,-1.2,0.4,3.2,7.8,12.1,16.2,15.5,11.1,6,0.1,-3.3,58,38,39,29,33,31,14,18,17,27,48,59,5.33,38.4,-39.4,2210.2,1156.5,-3.9,16.2,411
42.4211,-120.1606,-4.2,-1.9,0.1,3.4,8,12.6,17,16.1,11.6,6.4,0,-3.5,51,36,40,30,36,33,13,16,17,28,48,54,5.47,37.4,-41,2300.6,1245.3,-4.2,17,402
42.2833,-120.6403,-3.7,-1.6,0.3,3.5,7.9,12.3,16.4,15.8,11.5,6.6,0.3,-3.1,70,52,55,38,39,33,13,17,20,38,65,74,5.52,38,-39.2,2275.4,1207.8,-3.7,16.4,514
44.6219,-121.5781,0,2,3.5,5.8,9.2,13,16.1,16,12.5,8,2.9,0.1,195,134,126,77,58,45,15,24,42,96,167,193,7.43,40.1,-34.8,2723.7,1370,0,16.1,1172
45.3022,-121.5581,-1.7,0.2,1.8,3.9,7.3,11.2,14.4,14.4,11,6.7,1.3,-1.5,247,172,160,97,69,54,21,32,56,119,211,243,5.75,38.2,-34.1,2195.8,1043.2,-1.7,14.4,1481
44.5497,-118.9103,-2.9,0,1.6,4.3,9,13.3,17.3,16.9,12.3,7,1.4,-2.3,69,47,48,39,40,35,13,20,21,35,59,70,6.49,40.1,-37,2529.7,1374.6,-2.9,17.3,496
43.2289,-122.5919,-2,-0.1,1.5,4,7.9,11.9,15.4,15.2,11.5,6.8,1,-2,164,115,116,74,61,43,16,23,37,90,158,173,5.93,39.1,-37.8,2289.5,1155.4,-2,15.4,1070
45.1103,-118.2664,-4.7,-1.9,-0.5,2.5,7.1,11.5,15.6,15.5,10.7,5.7,-0.1,-4.1,93,66,65,54,52,46,16,24,30,50,78,95,4.78,38.7,-37.8,2092.4,1079.5,-4.7,15.6,669
44.7858,-118.5978,-4.6,-1.9,-0.5,2.3,6.9,11.3,15.4,15.1,10.5,5.5,-0.3,-4,90,63,63,50,48,42,16,23,27,46,76,92,4.64,39,-39.7,2040.8,1039.4,-4.6,15.4,636
42.6925,-120.7353,-5.1,-2.8,-0.9,2.3,6.8,11.2,15.2,14.5,9.9,5.1,-1.2,-4.6,50,36,40,28,34,35,15,18,17,29,44,56,4.2,37.7,-42.3,1965.9,984.3,-5.1,15.2,402
45.0961,-117.0025,-6.2,-3,-0.1,3.8,8.2,12.5,16.3,15.8,10.9,5.5,-0.4,-5.1,84,61,58,44,46,43,17,22,30,45,71,83,4.85,39.8,-37.6,2227.6,1180.9,-6.2,16.3,604
44.9583,-118.2139,-6.6,-3.9,-2.5,0.7,5.3,9.6,13.8,13.7,9,4,-2,-6,100,72,71,56,54,50,20,28,33,52,83,101,2.93,36.9,-43.8,1689.8,792.9,-6.6,13.8,720
42.5622,-120.755,-5,-3.2,-1.5,1.5,5.7,10,14.1,13.6,9.3,4.7,-1.3,-4.5,92,68,72,46,43,38,16,21,24,47,84,97,3.62,36.5,-42.2,1777,836,-5,14.1,648
45.2128,-117.2728,-8.1,-5.4,-3.4,0.3,4.8,9,13.1,12.8,8.2,3.1,-3.1,-7.3,106,78,75,56,57,55,24,31,38,56,87,105,2,35.6,-47.5,1543.8,687.3,-8.1,13.1,768
49.8333,-123.1667,0.7,2.6,4.2,6.9,10.3,13.5,16.1,16.4,13.6,8.7,4.1,1.3,269,230,204,136,118,94,74,80,136,292,323,325,8.2,35,-26,3006.6,1526.5,0.7,16.4,2281
